id,sensortype,data
4668,Temp,22
4669,Humid,17
4670,Gas,787
4671,Temp,22
4672,Humid,17
4673,Gas,783
4674,Temp,22
4675,Humid,17
4676,Gas,776
4677,Temp,23
4678,Humid,17
4679,Gas,776
4680,Temp,22
4681,Humid,17
4682,Gas,784
4683,Temp,25
4684,Humid,16
4685,Gas,725
4686,Temp,28
4687,Humid,14
4688,Gas,814
4689,Temp,23
4690,Humid,17
4691,Gas,826
4692,Temp,23
4693,Humid,19
4694,Gas,823
4695,Temp,23
4696,Humid,16
4697,Gas,816
4698,Temp,27
4699,Humid,14
4700,Gas,811
4701,Temp,23
4702,Humid,17
4703,Gas,811
4704,Temp,26
4705,Humid,15
4706,Gas,806
4707,Temp,23
4708,Humid,17
4709,Gas,800
4710,Temp,23
4711,Humid,16
4712,Gas,796
4713,Temp,27
4714,Humid,16
4715,Gas,776
4716,Temp,24
4717,Humid,16
4718,Gas,710
4719,Temp,25
4720,Humid,15
4721,Gas,774
4722,Temp,24
4723,Humid,16
4724,Gas,793
4725,Temp,23
4726,Humid,16
4727,Gas,801
4728,Temp,25
4729,Humid,15
4730,Gas,807
4731,Temp,24
4732,Humid,16
4733,Gas,808
4734,Temp,24
4735,Humid,16
4736,Gas,801
4737,Temp,24
4738,Humid,17
4739,Gas,796
4740,Temp,24
4741,Humid,19
4742,Gas,794
4743,Temp,24
4744,Humid,16
4745,Gas,789
4746,Temp,25
4747,Humid,15
4748,Gas,773
4749,Temp,24
4750,Humid,16
4751,Gas,773
4752,Temp,24
4753,Humid,16
4754,Gas,774
4755,Temp,24
4756,Humid,16
4757,Gas,771
4758,Temp,24
4759,Humid,16
4760,Gas,774
4761,Temp,24
4762,Humid,16
4763,Gas,772
4764,Temp,24
4765,Humid,16
4766,Gas,776
4767,Temp,24
4768,Humid,16
4769,Gas,776
4770,Temp,25
4771,Humid,15
4772,Gas,777
4773,Temp,24
4774,Humid,16
4775,Gas,776
4776,Temp,24
4777,Humid,17
4778,Gas,776
4779,Temp,24
4780,Humid,17
4781,Gas,769
4782,Temp,24
4783,Humid,16
4784,Gas,765
4785,Temp,25
4786,Humid,16
4787,Gas,768
4788,Temp,23
4789,Temp,24
4790,Humid,16
4791,Gas,666
4792,Temp,25
4793,Humid,15
4794,Gas,747
4795,Temp,24
4796,Humid,16
4797,Gas,759
4798,Temp,26
4799,Humid,15
4800,Gas,759
4801,Temp,27
4802,Humid,14
4803,Gas,762
4804,Temp,24
4805,Humid,16
4806,Gas,763
4807,Temp,22
4808,Humid,14
4809,Gas,759
4810,Temp,24
4811,Humid,17
4812,Gas,758
4813,Temp,25
4814,Humid,15
4815,Gas,756
4816,Temp,24
4817,Humid,16
4818,Gas,754
4819,Temp,24
4820,Humid,16
4821,Gas,748
4822,Temp,24
4823,Humid,16
4824,Gas,749
4825,Temp,24
4826,Humid,16
4827,Gas,749
4828,Temp,24
4829,Humid,16
4830,Gas,752
4831,Temp,24
4832,Humid,16
4833,Gas,749
4834,Temp,24
4835,Humid,16
4836,Gas,750
4837,Temp,24
4838,Humid,16
4839,Gas,747
4840,Temp,24
4841,Humid,16
4842,Gas,741
4843,Temp,24
4844,Humid,17
4845,Gas,730
4846,Temp,24
4847,Humid,19
4848,Gas,735
4849,Temp,24
4850,Humid,16
4851,Gas,735
4852,Temp,24
4853,Humid,16
4854,Gas,736
4855,Temp,24
4856,Humid,18
4857,Gas,740
4858,Temp,24
4859,Humid,16
4860,Gas,739
4861,Temp,24
4862,Humid,16
4863,Gas,741
4864,Temp,24
4865,Humid,16
4866,Gas,738
4867,Temp,24
4868,Humid,16
4869,Gas,738
4870,Temp,24
4871,Humid,16
4872,Gas,738
4873,Temp,24
4874,Humid,16
4875,Gas,736
4876,Temp,24
4877,Humid,16
4878,Gas,736
4879,Temp,24
4880,Humid,16
4881,Gas,735
4882,Temp,25
4883,Humid,15
4884,Gas,736
4885,Temp,24
4886,Humid,16
4887,Gas,745
4888,Temp,24
4889,Humid,16
4890,Gas,740
4891,Temp,26
4892,Humid,15
4893,Gas,740
4894,Temp,24
4895,Humid,16
4896,Gas,736
4897,Temp,24
4898,Humid,16
4899,Gas,736
4900,Temp,24
4901,Humid,18
4902,Gas,738
4903,Temp,24
4904,Humid,16
4905,Gas,736
4906,Temp,30
4907,Humid,13
4908,Gas,739
4909,Temp,27
4910,Humid,14
4911,Gas,738
4912,Temp,24
4913,Humid,16
4914,Gas,738
4915,Temp,24
4916,Humid,16
4917,Gas,737
4918,Temp,24
4919,Humid,16
4920,Gas,739
4921,Temp,24
4922,Humid,18
4923,Gas,738
4924,Temp,24
4925,Humid,16
4926,Gas,737
4927,Temp,24
4928,Humid,16
4929,Gas,736
4930,Temp,24
4931,Humid,16
4932,Gas,735
4933,Temp,24
4934,Humid,16
4935,Gas,737
4936,Temp,24
4937,Humid,16
4938,Gas,738
4939,Temp,25
4940,Humid,15
4941,Gas,737
4942,Temp,24
4943,Humid,16
4944,Gas,736
4945,Temp,24
4946,Humid,16
4947,Gas,736
4948,Temp,24
4949,Humid,16
4950,Gas,735
4951,Temp,24
4952,Humid,16
4953,Gas,734
4954,Temp,26
4955,Humid,15
4956,Gas,735
4957,Temp,24
4958,Humid,16
4959,Gas,740
4960,Temp,24
4961,Humid,16
4962,Gas,735
4963,Temp,24
4964,Humid,16
4965,Gas,740
4966,Temp,24
4967,Humid,16
4968,Gas,739
4969,Temp,25
4970,Humid,15
4971,Gas,738
4972,Temp,26
4973,Humid,15
4974,Gas,728
4975,Temp,24
4976,Humid,16
4977,Gas,739
4978,Temp,24
4979,Humid,16
4980,Gas,730
4981,Temp,24
4982,Humid,16
4983,Gas,737
4984,Temp,25
4985,Humid,15
4986,Gas,729
4987,Temp,24
4988,Humid,16
4989,Gas,725
4990,Temp,24
4991,Humid,16
4992,Gas,738
4993,Temp,24
4994,Humid,16
4995,Gas,738
4996,Temp,25
4997,Humid,15
4998,Gas,738
4999,Temp,27
5000,Humid,13
5001,Gas,728
5002,Temp,27
5003,Humid,14
5004,Gas,728
5005,Temp,24
5006,Humid,16
5007,Gas,739
5008,Temp,24
5009,Humid,16
5010,Gas,737
5011,Temp,24
5012,Humid,16
5013,Gas,737
5014,Temp,24
5015,Humid,17
5016,Gas,732
5017,Temp,24
5018,Humid,16
5019,Gas,735
5020,Temp,24
5021,Humid,16
5022,Gas,736
5023,Temp,24
5024,Humid,16
5025,Gas,735
5026,Temp,25
5027,Humid,15
5028,Gas,734
5029,Temp,24
5030,Humid,16
5031,Gas,729
5032,Temp,24
5033,Humid,16
5034,Gas,735
5035,Temp,24
5036,Humid,16
5037,Gas,730
5038,Temp,24
5039,Humid,16
5040,Gas,729
5041,Temp,24
5042,Humid,16
5043,Gas,732
5044,Temp,29
5045,Humid,13
5046,Gas,730
5047,Temp,24
5048,Humid,16
5049,Gas,732
5050,Temp,24
5051,Humid,17
5052,Gas,728
5053,Temp,24
5054,Humid,15
5055,Gas,730
5056,Temp,24
5057,Humid,16
5058,Gas,726
5059,Temp,24
5060,Humid,16
5061,Gas,721
5062,Temp,24
5063,Humid,16
5064,Gas,728
5065,Temp,24
5066,Humid,16
5067,Gas,696
5068,Temp,24
5069,Humid,19
5070,Gas,712
5071,Temp,21
5072,Humid,15
5073,Gas,712
5074,Temp,24
5075,Humid,16
5076,Gas,715
5077,Temp,24
5078,Humid,16
5079,Gas,716
5080,Temp,24
5081,Humid,16
5082,Gas,717
5083,Temp,24
5084,Humid,16
5085,Gas,716
5086,Temp,24
5087,Humid,19
5088,Gas,717
5089,Temp,25
5090,Humid,15
5091,Gas,713
5092,Temp,25
5093,Humid,15
5094,Gas,717
5095,Temp,24
5096,Humid,16
5097,Gas,718
5098,Temp,24
5099,Humid,16
5100,Gas,720
5101,Temp,24
5102,Humid,16
5103,Gas,720
5104,Temp,24
5105,Humid,16
5106,Gas,721
5107,Temp,24
5108,Humid,16
5109,Gas,720
5110,Temp,24
5111,Humid,16
5112,Gas,721
5113,Temp,24
5114,Humid,16
5115,Gas,721
5116,Temp,25
5117,Humid,15
5118,Gas,720
5119,Temp,24
5120,Humid,17
5121,Gas,720
5122,Temp,24
5123,Humid,16
5124,Gas,721
5125,Temp,24
5126,Humid,16
5127,Gas,718
5128,Temp,24
5129,Humid,16
5130,Gas,720
5131,Temp,24
5132,Humid,17
5133,Gas,720
5134,Temp,24
5135,Humid,16
5136,Gas,721
5137,Temp,27
5138,Humid,15
5139,Gas,721
5140,Temp,24
5141,Humid,16
5142,Gas,721
5143,Temp,24
5144,Humid,16
5145,Gas,722
5146,Temp,24
5147,Humid,18
5148,Gas,721
5149,Temp,24
5150,Humid,16
5151,Gas,721
5152,Temp,24
5153,Humid,16
5154,Gas,720
5155,Temp,27
5156,Humid,14
5157,Gas,722
5158,Temp,27
5159,Humid,14
5160,Gas,721
5161,Temp,24
5162,Humid,16
5163,Gas,720
5164,Temp,24
5165,Humid,17
5166,Gas,721
5167,Temp,24
5168,Humid,16
5169,Gas,721
5170,Temp,24
5171,Humid,16
5172,Gas,721
5173,Temp,24
5174,Humid,18
5175,Gas,717
5176,Temp,24
5177,Humid,16
5178,Gas,720
5179,Temp,24
5180,Humid,16
5181,Gas,720
5182,Temp,24
5183,Humid,16
5184,Gas,720
5185,Temp,25
5186,Humid,16
5187,Gas,723
5188,Temp,24
5189,Humid,19
5190,Gas,715
5191,Temp,24
5192,Humid,16
5193,Gas,720
5194,Temp,24
5195,Humid,16
5196,Gas,717
5197,Temp,27
5198,Humid,14
5199,Gas,713
5200,Temp,24
5201,Humid,18
5202,Gas,717
5203,Temp,24
5204,Humid,16
5205,Gas,717
5206,Temp,25
5207,Humid,15
5208,Gas,720
5209,Temp,24
5210,Humid,16
5211,Gas,720
5212,Temp,24
5213,Humid,16
5214,Gas,722
5215,Temp,24
5216,Humid,16
5217,Gas,721
5218,Temp,24
5219,Humid,16
5220,Gas,718
5221,Temp,24
5222,Humid,16
5223,Gas,721
5224,Temp,24
5225,Humid,16
5226,Gas,721
5227,Temp,24
5228,Humid,16
5229,Gas,718
5230,Temp,24
5231,Humid,16
5232,Gas,721
5233,Temp,24
5234,Humid,16
5235,Gas,717
5236,Temp,26
5237,Humid,15
5238,Gas,721
5239,Temp,24
5240,Humid,16
5241,Gas,721
5242,Temp,24
5243,Humid,17
5244,Gas,722
5245,Temp,24
5246,Humid,16
5247,Gas,721
5248,Temp,20
5249,Humid,15
5250,Gas,722
5251,Temp,24
5252,Humid,16
5253,Gas,722
5254,Temp,24
5255,Humid,16
5256,Gas,717
5257,Temp,24
5258,Humid,17
5259,Gas,720
5260,Temp,24
5261,Humid,16
5262,Gas,716
5263,Temp,24
5264,Humid,16
5265,Gas,723
5266,Temp,24
5267,Humid,17
5268,Gas,716
5269,Temp,25
5270,Humid,15
5271,Gas,714
5272,Temp,24
5273,Humid,16
5274,Gas,715
5275,Temp,24
5276,Humid,16
5277,Gas,716
5278,Temp,24
5279,Humid,16
5280,Gas,723
5281,Temp,25
5282,Humid,15
5283,Gas,720
5284,Temp,26
5285,Humid,15
5286,Gas,717
5287,Temp,24
5288,Humid,16
5289,Gas,717
5290,Humid,16
5291,Gas,720
5292,Temp,24
5293,Humid,16
5294,Gas,721
5295,Temp,24
5296,Humid,16
5297,Gas,723
5298,Temp,29
5299,Humid,13
5300,Gas,723
5301,Temp,24
5302,Humid,16
5303,Gas,728
5304,Temp,26
5305,Humid,15
5306,Gas,722
5307,Temp,24
5308,Humid,16
5309,Gas,722
5310,Temp,24
5311,Humid,16
5312,Gas,727
5313,Temp,24
5314,Humid,16
5315,Gas,713
5316,Temp,25
5317,Humid,16
5318,Gas,735
5319,Temp,26
5320,Humid,16
5321,Gas,740
5322,Temp,24
5323,Humid,16
5324,Gas,728
5325,Temp,24
5326,Humid,16
5327,Gas,728
5328,Temp,24
5329,Humid,16
5330,Gas,730
5331,Temp,24
5332,Humid,16
5333,Gas,728
5334,Temp,24
5335,Humid,16
5336,Gas,730
5337,Temp,24
5338,Humid,16
5339,Gas,732
5340,Temp,24
5341,Humid,16
5342,Gas,728
5343,Temp,24
5344,Humid,16
5345,Gas,729
5346,Temp,24
5347,Humid,16
5348,Gas,730
5349,Temp,24
5350,Humid,16
5351,Gas,730
5352,Temp,24
5353,Humid,16
5354,Gas,729
5355,Temp,24
5356,Humid,16
5357,Gas,725
5358,Temp,24
5359,Humid,16
5360,Gas,740
5361,Temp,24
5362,Humid,16
5363,Gas,739
5364,Temp,24
5365,Humid,17
5366,Gas,945
5367,Temp,24
5368,Humid,19
5369,Gas,926
5370,Temp,24
5371,Humid,16
5372,Gas,916
5373,Temp,24
5374,Humid,17
5375,Gas,908
5376,Temp,25
5377,Humid,15
5378,Gas,894
5379,Temp,24
5380,Humid,16
5381,Gas,908
5382,Temp,24
5383,Humid,61
5384,Gas,900
5385,Temp,25
5386,Humid,64
5387,Gas,884
5388,Temp,25
5389,Humid,63
5390,Gas,883
5391,Temp,25
5392,Humid,42
5393,Gas,877
5394,Temp,25
5395,Humid,18
5396,Gas,876
5397,Temp,25
5398,Humid,29
5399,Gas,865
5400,Temp,26
5401,Humid,15
5402,Gas,859
5403,Temp,25
5404,Humid,15
5405,Gas,856
5406,Temp,26
5407,Humid,15
5408,Gas,853
5409,Temp,27
5410,Humid,14
5411,Gas,848
5412,Temp,26
5413,Humid,15
5414,Gas,845
5415,Temp,26
5416,Humid,15
5417,Gas,841
5418,Temp,26
5419,Humid,15
5420,Gas,842
5421,Temp,26
5422,Humid,15
5423,Gas,837
5424,Temp,26
5425,Humid,15
5426,Gas,832
5427,Temp,26
5428,Humid,15
5429,Gas,831
5430,Temp,26
5431,Humid,15
5432,Gas,830
5433,Temp,28
5434,Humid,14
5435,Gas,828
5436,Temp,25
5437,Humid,15
5438,Gas,826
5439,Temp,25
5440,Humid,15
5441,Gas,823
5442,Temp,27
5443,Humid,14
5444,Gas,831
5445,Temp,25
5446,Humid,15
5447,Gas,825
5448,Temp,25
5449,Humid,15
5450,Gas,820
5451,Temp,25
5452,Humid,15
5453,Gas,824
5454,Temp,25
5455,Humid,15
5456,Gas,820
5457,Temp,25
5458,Humid,15
5459,Gas,820
5460,Temp,25
5461,Humid,15
5462,Gas,814
5463,Temp,25
5464,Humid,15
5465,Gas,799
5466,Temp,28
5467,Humid,14
5468,Gas,796
5469,Temp,25
5470,Humid,15
5471,Gas,798
5472,Temp,25
5473,Humid,15
5474,Gas,797
5475,Temp,28
5476,Humid,14
5477,Gas,792
5478,Temp,28
5479,Humid,14
5480,Gas,796
5481,Temp,25
5482,Humid,15
5483,Gas,794
5484,Temp,26
5485,Humid,15
5486,Gas,792
5487,Temp,25
5488,Humid,16
5489,Gas,792
5490,Temp,25
5491,Humid,15
5492,Gas,792
5493,Temp,25
5494,Humid,15
5495,Gas,786
5496,Temp,22
5497,Humid,14
5498,Gas,787
5499,Temp,25
5500,Humid,15
5501,Gas,788
5502,Temp,25
5503,Humid,17
5504,Gas,787
5505,Temp,26
5506,Humid,15
5507,Gas,786
5508,Temp,28
5509,Humid,14
5510,Gas,787
5511,Temp,25
5512,Humid,15
5513,Gas,787
5514,Temp,26
5515,Humid,15
5516,Gas,786
5517,Temp,25
5518,Humid,15
5519,Gas,785
5520,Temp,25
5521,Humid,15
5522,Gas,786
5523,Temp,25
5524,Humid,15
5525,Gas,784
5526,Temp,25
5527,Humid,15
5528,Gas,786
5529,Temp,25
5530,Humid,17
5531,Gas,784
5532,Temp,24
5533,Humid,16
5534,Gas,782
5535,Temp,27
5536,Humid,15
5537,Gas,784
5538,Temp,25
5539,Humid,15
5540,Gas,784
5541,Temp,24
5542,Humid,16
5543,Gas,786
5544,Temp,25
5545,Humid,15
5546,Gas,785
5547,Temp,25
5548,Humid,15
5549,Gas,784
5550,Temp,25
5551,Humid,15
5552,Gas,782
5553,Temp,25
5554,Humid,15
5555,Gas,782
5556,Temp,27
5557,Humid,14
5558,Gas,783
5559,Temp,25
5560,Humid,15
5561,Gas,778
5562,Temp,25
5563,Humid,15
5564,Gas,782
5565,Temp,25
5566,Humid,15
5567,Gas,774
5568,Temp,25
5569,Humid,15
5570,Gas,774
5571,Temp,25
5572,Humid,14
5573,Gas,776
5574,Temp,27
5575,Humid,15
5576,Temp,27
5577,Humid,16
5578,Gas,777
5579,Temp,24
5580,Humid,16
5581,Gas,775
5582,Temp,24
5583,Humid,17
5584,Gas,773
5585,Temp,24
5586,Humid,17
5587,Gas,773
5588,Temp,24
5589,Humid,17
5590,Gas,769
5591,Temp,24
5592,Humid,18
5593,Gas,766
5594,Temp,26
5595,Humid,15
5596,Gas,771
5597,Temp,24
5598,Humid,16
5599,Gas,765
5600,Temp,24
5601,Humid,16
5602,Gas,768
5603,Temp,26
5604,Humid,15
5605,Gas,769
5606,Temp,24
5607,Humid,16
5608,Gas,763
5609,Temp,24
5610,Humid,16
5611,Gas,764
5612,Temp,24
5613,Humid,16
5614,Gas,765
5615,Temp,25
5616,Humid,15
5617,Gas,766
5618,Temp,27
5619,Humid,16
5620,Gas,765
5621,Temp,24
5622,Humid,16
5623,Gas,765
5624,Temp,24
5625,Humid,16
5626,Gas,763
5627,Temp,25
5628,Humid,15
5629,Gas,763
5630,Temp,24
5631,Humid,17
5632,Gas,760
5633,Temp,24
5634,Humid,16
5635,Gas,764
5636,Temp,24
5637,Humid,16
5638,Gas,763
5639,Temp,26
5640,Humid,16
5641,Gas,763
5642,Temp,24
5643,Humid,16
5644,Gas,763
5645,Temp,24
5646,Humid,16
5647,Gas,760
5648,Temp,26
5649,Humid,15
5650,Gas,762
5651,Temp,24
5652,Humid,16
5653,Gas,760
5654,Temp,24
5655,Humid,18
5656,Gas,761
5657,Temp,24
5658,Humid,17
5659,Gas,759
5660,Temp,24
5661,Humid,16
5662,Gas,760
5663,Temp,24
5664,Humid,16
5665,Gas,759
5666,Temp,24
5667,Humid,17
5668,Gas,759
5669,Temp,24
5670,Humid,17
5671,Gas,757
5672,Temp,24
5673,Humid,16
5674,Gas,759
5675,Temp,24
5676,Humid,16
5677,Gas,759
5678,Temp,27
5679,Humid,14
5680,Gas,762
5681,Temp,24
5682,Humid,17
5683,Gas,756
5684,Temp,24
5685,Humid,16
5686,Gas,757
5687,Temp,24
5688,Humid,16
5689,Gas,758
5690,Temp,24
5691,Humid,16
5692,Gas,756
5693,Temp,24
5694,Humid,18
5695,Gas,758
5696,Temp,24
5697,Humid,16
5698,Gas,759
5699,Temp,24
5700,Humid,16
5701,Gas,756
5702,Temp,24
5703,Humid,17
5704,Gas,758
5705,Temp,24
5706,Humid,16
5707,Gas,751
5708,Temp,24
5709,Humid,16
5710,Gas,757
5711,Temp,25
5712,Humid,15
5713,Gas,754
5714,Temp,27
5715,Humid,14
5716,Gas,754
5717,Temp,24
5718,Humid,16
5719,Gas,756
5720,Temp,24
5721,Humid,17
5722,Gas,754
5723,Temp,24
5724,Humid,16
5725,Gas,757
5726,Temp,24
5727,Humid,17
5728,Gas,753
5729,Temp,24
5730,Humid,16
5731,Gas,754
5732,Temp,24
5733,Humid,16
5734,Gas,754
5735,Temp,24
5736,Humid,16
5737,Gas,754
5738,Temp,24
5739,Humid,16
5740,Gas,754
5741,Temp,24
5742,Humid,16
5743,Gas,754
5744,Temp,24
5745,Humid,16
5746,Gas,756
5747,Temp,24
5748,Humid,16
5749,Gas,761
5750,Temp,24
5751,Humid,16
5752,Gas,754
5753,Temp,24
5754,Humid,17
5755,Gas,754
5756,Temp,27
5757,Humid,16
5758,Gas,754
5759,Temp,28
5760,Humid,14
5761,Gas,751
5762,Temp,24
5763,Humid,16
5764,Gas,754
5765,Temp,24
5766,Humid,18
5767,Gas,754
5768,Temp,24
5769,Humid,16
5770,Gas,753
5771,Temp,26
5772,Humid,15
5773,Gas,753
5774,Temp,24
5775,Humid,17
5776,Gas,750
5777,Temp,24
5778,Humid,16
5779,Gas,750
5780,Temp,26
5781,Humid,15
5782,Gas,753
5783,Temp,24
5784,Humid,16
5785,Gas,753
5786,Temp,24
5787,Humid,17
5788,Gas,753
5789,Temp,27
5790,Humid,16
5791,Gas,752
5792,Temp,24
5793,Humid,17
5794,Gas,753
5795,Humid,17
5796,Temp,24
5797,Gas,754
5798,Temp,26
5799,Humid,16
5800,Gas,756
5801,Temp,25
5802,Humid,15
5803,Gas,752
5804,Temp,24
5805,Humid,17
5806,Gas,759
5807,Temp,24
5808,Humid,18
5809,Gas,758
5810,Temp,24
5811,Humid,16
5812,Gas,756
5813,Temp,24
5814,Humid,15
5815,Gas,766
5816,Temp,25
5817,Humid,15
5818,Gas,768
5819,Temp,24
5820,Humid,16
5821,Gas,768
5822,Temp,25
5823,Humid,16
5824,Gas,763
5825,Temp,27
5826,Humid,14
5827,Gas,762
5828,Temp,25
5829,Humid,17
5830,Gas,770
5831,Temp,20
5832,Humid,15
5833,Gas,773
5834,Temp,25
5835,Humid,16
5836,Gas,773
5837,Temp,25
5838,Humid,15
5839,Gas,765
5840,Temp,25
5841,Humid,15
5842,Gas,765
5843,Temp,27
5844,Humid,14
5845,Gas,763
5846,Temp,25
5847,Humid,15
5848,Gas,773
5849,Temp,25
5850,Humid,15
5851,Gas,765
5852,Temp,25
5853,Humid,15
5854,Gas,765
5855,Temp,25
5856,Humid,15
5857,Gas,770
5858,Temp,25
5859,Humid,15
5860,Gas,773
5861,Temp,26
5862,Humid,15
5863,Gas,774
5864,Temp,25
5865,Humid,17
5866,Gas,765
5867,Temp,25
5868,Humid,15
5869,Gas,765
5870,Temp,25
5871,Humid,15
5872,Gas,773
5873,Temp,27
5874,Humid,15
5875,Gas,765
5876,Temp,25
5877,Humid,15
5878,Gas,766
5879,Temp,28
5880,Humid,14
5881,Gas,773
5882,Temp,26
5883,Humid,15
5884,Gas,766
5885,Temp,27
5886,Humid,14
5887,Gas,773
5888,Temp,26
5889,Humid,17
5890,Gas,773
5891,Temp,27
5892,Humid,15
5893,Gas,765
5894,Temp,26
5895,Humid,17
5896,Gas,778
5897,Temp,27
5898,Humid,14
5899,Gas,769
5900,Temp,27
5901,Humid,14
5902,Gas,769
5903,Temp,27
5904,Humid,14
5905,Gas,778
5906,Temp,27
5907,Humid,15
5908,Gas,769
5909,Temp,27
5910,Humid,14
5911,Gas,774
5912,Temp,30
5913,Humid,16
5914,Gas,770
5915,Temp,27
5916,Humid,15
5917,Gas,768
5918,Temp,27
5919,Humid,14
5920,Gas,769
5921,Temp,28
5922,Humid,14
5923,Gas,776
5924,Temp,27
5925,Humid,16
5926,Gas,773
5927,Temp,27
5928,Humid,14
5929,Gas,750
5930,Temp,26
5931,Humid,15
5932,Gas,760
5933,Temp,26
5934,Humid,15
5935,Gas,758
5936,Temp,27
5937,Humid,16
5938,Gas,750
5939,Temp,27
5940,Humid,15
5941,Gas,763
5942,Temp,27
5943,Humid,14
5944,Gas,765
5945,Temp,27
5946,Humid,14
5947,Gas,758
5948,Temp,27
5949,Humid,14
5950,Gas,766
5951,Temp,27
5952,Humid,14
5953,Gas,762
5954,Temp,27
5955,Humid,14
5956,Gas,777
5957,Temp,27
5958,Humid,14
5959,Gas,789
5960,Temp,27
5961,Humid,15
5962,Gas,784
5963,Temp,27
5964,Humid,15
5965,Gas,788
5966,Temp,27
5967,Humid,16
5968,Gas,797
5969,Temp,28
5970,Humid,16
5971,Gas,792
5972,Temp,27
5973,Humid,14
5974,Gas,798
5975,Temp,27
5976,Humid,14
5977,Gas,801
5978,Temp,27
5979,Humid,14
5980,Gas,801
5981,Temp,27
5982,Humid,14
5983,Gas,796
5984,Temp,27
5985,Humid,16
5986,Gas,799
5987,Temp,27
5988,Humid,15
5989,Gas,788
5990,Temp,27
5991,Humid,17
5992,Gas,789
5993,Temp,28
5994,Humid,14
5995,Gas,794
5996,Temp,27
5997,Humid,17
5998,Gas,786
5999,Temp,28
6000,Humid,14
6001,Gas,802
6002,Temp,27
6003,Humid,14
6004,Gas,805
6005,Temp,28
6006,Humid,16
6007,Gas,798
6008,Temp,28
6009,Humid,14
6010,Gas,795
6011,Temp,28
6012,Humid,14
6013,Gas,797
6014,Temp,29
6015,Humid,16
6016,Gas,787
6017,Temp,28
6018,Humid,14
6019,Gas,785
6020,Temp,28
6021,Humid,14
6022,Gas,773
6023,Temp,28
6024,Humid,16
6025,Gas,761
6026,Temp,22
6027,Humid,14
6028,Gas,760
6029,Temp,27
6030,Humid,15
6031,Gas,764
6032,Temp,28
6033,Humid,14
6034,Gas,773
6035,Temp,28
6036,Humid,14
6037,Gas,765
6038,Temp,28
6039,Humid,16
6040,Gas,774
6041,Temp,28
6042,Humid,14
6043,Gas,766
6044,Temp,28
6045,Humid,14
6046,Gas,770
6047,Temp,27
6048,Humid,15
6049,Gas,766
6050,Temp,28
6051,Humid,16
6052,Gas,765
6053,Temp,28
6054,Humid,14
6055,Gas,769
6056,Temp,28
6057,Humid,14
6058,Gas,763
6059,Temp,27
6060,Humid,14
6061,Gas,764
6062,Temp,28
6063,Humid,14
6064,Gas,764
6065,Temp,28
6066,Humid,14
6067,Gas,762
6068,Temp,28
6069,Humid,14
6070,Gas,761
6071,Temp,28
6072,Humid,14
6073,Gas,762
6074,Temp,28
6075,Humid,14
6076,Gas,763
6077,Temp,28
6078,Humid,14
6079,Gas,753
